X,Buy/Neutral/Sell,tweets,replies,retweets,favs,user,timeStamp,new_tweets,new_dts,assigned_member,coinMentioned,termsMentioned
3472,0,"When charting on high timeframe, which scale do you use?
<a href=""/hashtag/charting?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>charting</b></a> <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a> <a href=""/hashtag/altcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoin</b></a> <a href=""/search?q=%24crypto&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>crypto</b></a>",NA,NA,1,cryptousemaki,2017-12-07 07:49:00,when charting on high timeframe which scale do you use,1512604140,daniel,TRUE,TRUE
3473,1,"Will <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> dominance back up to 80% or even 90%?
We will be buying shitcoins for 1 satoshi soon
<a href=""/hashtag/altcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>altcoin</b></a> <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a>",NA,NA,NA,cryptousemaki,2017-12-07 07:44:00,will dominance back up to or even we will be buying shitcoins for satoshi soon,1512603840,daniel,FALSE,TRUE
3475,0,"4h <a href=""/search?q=%24ETHUSD&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETHUSD</b></a>

Bullish TK recross above cloud = long entry signal

targets are ATH retest, 544, 584<a href=""https://t.co/w19eb2XqoQ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/w19eb2XqoQ</a>",9,25,82,cryptousemaki,2017-12-04 20:11:00,h bullish tk recross above cloud long entry signaltargets are ath retest,1512389460,daniel,FALSE,TRUE
3476,0,Who is payin $10000+ for a bitcoin wtf,2,NA,3,cryptousemaki,2017-11-29 03:06:00,who is payin for a bitcoin wtf,1511895960,daniel,TRUE,FALSE
3478,0,We cannot handle 5 figure price psychology,1,NA,5,cryptousemaki,2017-11-28 04:24:00,we cannot handle figure price psychology,1511814240,daniel,FALSE,TRUE
3481,0,"Turkish local exchange <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> price: $10500",3,1,7,cryptousemaki,2017-11-27 03:08:00,turkish local exchange price,1511723280,daniel,FALSE,TRUE
3482,1,"Buying <a href=""/search?q=%24NEO&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>NEO</b></a> and <a href=""/search?q=%24PAY&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>PAY</b></a> at these levels",NA,NA,14,cryptousemaki,2017-11-23 14:56:00,buying and at these levels,1511420160,daniel,FALSE,TRUE
3484,0,"With Bitcoin hitting a new ATH of 8300 <a href=""/hashtag/KashCycle3?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>KashCycle3</b></a> ""The Real Bitcoin"" returns with our original guests <a href=""/GerberKawasaki"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""349249475""><s>@</s><b>GerberKawasaki</b></a> &amp; <a href=""/rogerkver"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""176758255""><s>@</s><b>rogerkver</b></a> 2 years later 2 debate the future of <a href=""/hashtag/Bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Bitcoin</b></a>, <a href=""/hashtag/Forks?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Forks</b></a>, &amp; the controversy surrounding <a href=""/hashtag/BitcoinCash?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BitcoinCash</b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" draggable=""false"" alt=""🤔"" title=""Thinking face"" aria-label=""Emoji: Thinking face""><a href=""/hashtag/BCH?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BCH</b></a> <a href=""/hashtag/BTC?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BTC</b></a> <a href=""/hashtag/KashCycle?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>KashCycle</b></a><a href=""https://t.co/ztB4hYMz03"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://youtu.be/DzBW3QYK7_I"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://youtu.be/DzBW3QYK7_I""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/DzBW3QYK7_I</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>",31,74,151,cryptousemaki,2017-11-21 12:19:00,with bitcoin hitting a new ath of the real bitcoin returns with our original guests amp years later debate the future of amp the controversy surrounding,1511237940,daniel,TRUE,FALSE
3487,1,"Bear to euphoria in few days
<a href=""/hashtag/WTF?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>WTF</b></a>",1,1,4,cryptousemaki,2017-11-16 13:36:00,bear to euphoria in few days,1510810560,daniel,FALSE,TRUE
3488,0,"Potential resistance lines (red-dashed) 
Watching the horror movie with <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f37f.png"" draggable=""false"" alt=""🍿"" title=""Popcorn"" aria-label=""Emoji: Popcorn""><a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> $bitcoin<a href=""https://t.co/t4a0nImZX5"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/t4a0nImZX5</a>",NA,1,1,cryptousemaki,2017-11-15 04:37:00,potential resistance lines reddashed watching the horror movie with bitcoin,1510691820,daniel,TRUE,TRUE
3489,-1,"$500 profit per coin in 12 hours. Good enough
SOLD <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a>, waiting for market to decide direction",1,2,3,cryptousemaki,2017-11-15 04:32:00,profit per coin in hours good enoughsold waiting for market to decide direction,1510691520,daniel,FALSE,TRUE
3492,0,"Me, opening charts on my bed<a href=""https://t.co/kMPGQa8pjp"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/catsnkittys/status/929766009011146752"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/catsnkittys/status/929766009011146752""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/catsnkittys/st</span><span class=""invisible"">atus/929766009011146752</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",NA,1,2,cryptousemaki,2017-11-13 09:12:00,me opening charts on my bed,1510535520,daniel,FALSE,TRUE
3493,0,"Twisted robin hood <a href=""/rogerkver"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""176758255""><s>@</s><b>rogerkver</b></a> &amp; beecash <a href=""/JihanWu"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""3022775424""><s>@</s><b>JihanWu</b></a> leeching plebs by greed and fear. I blame the <a href=""/search?q=%24crypto&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>crypto</b></a> community tho <a href=""https://t.co/2edjIqq6Jz"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/Ravi02101990/status/930073784823955462"" class=""twitter-timeline-link"" target=""_blank"" title=""https://twitter.com/Ravi02101990/status/930073784823955462""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Ravi02101990/s</span><span class=""invisible"">tatus/930073784823955462</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",NA,2,3,cryptousemaki,2017-11-13 09:11:00,twisted robin hood amp beecash leeching plebs by greed and fear i blame the community tho,1510535460,daniel,TRUE,TRUE
3495,0,"NEWS FLASH: Segwit 2x is forking from <a href=""/search?q=%24BCH&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BCH</b></a> since it is the original bitcoin <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f61b.png"" draggable=""false"" alt=""😛"" title=""Face with stuck-out tongue"" aria-label=""Emoji: Face with stuck-out tongue"">",NA,1,1,cryptousemaki,2017-11-12 05:33:00,news flash segwit x is forking from since it is the original bitcoin,1510435980,daniel,TRUE,FALSE
3496,0,"When they ask if trading is a real job<a href=""https://t.co/VxfU3yVbJ3"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/VxfU3yVbJ3</a>",1,1,12,cryptousemaki,2017-11-12 02:04:00,when they ask if trading is a real job,1510423440,daniel,FALSE,TRUE
3497,1,"Bought support line and started praying for reversal <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a><a href=""https://t.co/9pnRfauAhV"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/9pnRfauAhV</a>",2,2,3,cryptousemaki,2017-11-10 06:32:00,bought support line and started praying for reversal,1510266720,daniel,FALSE,TRUE
3501,0,Bitcoin is bad for health,NA,2,8,cryptousemaki,2017-11-02 11:09:00,bitcoin is bad for health,1509592140,daniel,TRUE,FALSE
3505,0,"A faucet giving away 5 BTC for solving a captcha in 2010. How times have changed. <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a> <a href=""/hashtag/cryptocurrency?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>cryptocurrency</b></a><a href=""https://t.co/P3gTByExkN"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/P3gTByExkN</a>",16,138,287,cryptousemaki,2017-10-31 14:11:00,a faucet giving away btc for solving a captcha in how times have changed,1509430260,daniel,TRUE,FALSE
3510,0,"Do you remember the FUD before <a href=""/search?q=%24BCH&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BCH</b></a> fork? Every so called OGs are singing bear songs. Then remember what happened after that <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4c8.png"" draggable=""false"" alt=""📈"" title=""Chart with upwards trend"" aria-label=""Emoji: Chart with upwards trend""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f609.png"" draggable=""false"" alt=""😉"" title=""Winking face"" aria-label=""Emoji: Winking face""><a href=""/search?q=%24crypto&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>crypto</b></a>",1,2,3,cryptousemaki,2017-10-28 02:23:00,do you remember the fud before fork every so called ogs are singing bear songs then remember what happened after that,1509128580,daniel,FALSE,TRUE
3511,0,"Candles are symbolic, showing the way to $10000 per <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a>
If chart does not mean anything to you: Ask <a href=""/cryptopicasso"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2884970708""><s>@</s><b>cryptopicasso</b></a>
<a href=""https://t.co/mubRxjcZ7X"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://www.app.bitstofreedom.com/r/usemaki"" class=""twitter-timeline-link"" target=""_blank"" title=""http://www.app.bitstofreedom.com/r/usemaki""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">app.bitstofreedom.com/r/usemaki</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>",NA,NA,1,cryptousemaki,2017-10-28 02:20:00,candles are symbolic showing the way to per if chart does not mean anything to you ask,1509128400,daniel,FALSE,TRUE
3517,1,"I'm buying green box zone no matter what
<a href=""/search?q=%24ETH&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETH</b></a> <a href=""/hashtag/ethereum?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ethereum</b></a><a href=""https://t.co/hpsj5LXFhS"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hpsj5LXFhS</a>",NA,2,5,cryptousemaki,2017-10-21 10:01:00,i'm buying green box zone no matter what,1508551260,daniel,FALSE,TRUE
3518,-1,"I'm cashing out when Jamie Dimon aka Demon shills <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a>",2,1,7,cryptousemaki,2017-10-20 16:30:00,i'm cashing out when jamie dimon aka demon shills,1508488200,daniel,FALSE,TRUE
3522,0,"Waves within waves <a href=""/search?q=%24str&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>str</b></a> <a href=""/hashtag/elliottwave?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>elliottwave</b></a><a href=""https://t.co/ntkWknIKQd"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ntkWknIKQd</a>",NA,2,6,cryptousemaki,2017-10-17 03:19:00,waves within waves,1508181540,daniel,TRUE,FALSE
3525,0,"At the time of fork:
<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> price will spike above $10000
<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f52e.png"" draggable=""false"" alt=""🔮"" title=""Crystal ball"" aria-label=""Emoji: Crystal ball"">",1,NA,2,cryptousemaki,2017-10-13 03:43:00,at the time of fork price will spike above,1507837380,daniel,FALSE,TRUE
3526,0,"1 satoshi = $0.000052
<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> price is still to low :/",2,7,8,cryptousemaki,2017-10-12 08:01:00,satoshi price is still to low,1507766460,daniel,FALSE,TRUE
3529,0,"I hope <a href=""/altcoinexchnge"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""915653009530433536""><s>@</s><b>altcoinexchnge</b></a> will be truly decentralized as promised. I dont think it'll scale tho :(<a href=""https://t.co/vdkSObzECB"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://www.altcoinexchange.com?kid=HT941"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""http://www.altcoinexchange.com?kid=HT941""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.altcoinexchange.com?kid=HT941</span><span class=""js-display-url"">altcoinexchange.com/?kid=HT941</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>",NA,NA,1,cryptousemaki,2017-10-12 03:16:00,i hope will be truly decentralized as promised i dont think it'll scale tho,1507749360,daniel,TRUE,FALSE
3530,0,"Woke up with 7 figures<a href=""https://t.co/fqvbpgaiBb"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fqvbpgaiBb</a>",51,34,294,cryptousemaki,2017-05-04 22:21:00,woke up with figures,1493907660,daniel,FALSE,TRUE
3537,0,"My <a href=""/search?q=%24crypto&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>crypto</b></a> mentor OG <a href=""/cryptopicasso"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2884970708""><s>@</s><b>cryptopicasso</b></a> now offering:
- Signals
- Trading Course
- Live Trading
Worth every satoshi
REF <a href=""https://t.co/mubRxjcZ7X"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://www.app.bitstofreedom.com/r/usemaki"" class=""twitter-timeline-link"" target=""_blank"" title=""http://www.app.bitstofreedom.com/r/usemaki""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">app.bitstofreedom.com/r/usemaki</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>",NA,NA,1,cryptousemaki,2017-09-20 01:08:00,my mentor og now offering signals trading course live tradingworth every satoshiref,1505840880,daniel,FALSE,TRUE
3547,1,"That feeling when your buy order is executed on the candle wick<a href=""https://t.co/qI9HZtqFay"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qI9HZtqFay</a>",8,60,245,cryptousemaki,2017-08-25 11:22:00,that feeling when your buy order is executed on the candle wick,1503631320,daniel,FALSE,TRUE
